Informercado;Planilha;Colunas;Referencia Antiga;Mapeado
Dados Gerais;EOLICA_GERACAO_ACR_ACL;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;MODALIDADE_ENERGIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_TOTAL;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_ACR;019 Eólicas;NÃO
Dados Gerais;EOLICA_GERACAO_ACR_ACL;GERACAO_ACL;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;GERACAO_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;CAPACIDADE_INSTALADA_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;GARANTIA_FISICA_EOLICA;019 Eólicas;NÃO
Dados Gerais;EOLICA_GF_DEFINIDA;QUANTIDADE_UG_OP;019 Eólicas;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;MES_REFERENCIA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;EXCEDENTE_FINANCEIRO;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;EXCEDENTE_FINANCEIRO_POSITIVO;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_DISPONIVEL;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;COBERTURA_EXPOSICAO_NEGATIVA;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA_REM;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_EXPOSICAO_NEGATIVA_LIQ;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_DISPONIVEL_EF_ANT;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;TOTAL_RECURSO_COMPENSACAO_EF_N;009 Exposição Financeira;NÃO
Dados Gerais;EXPOSICAO_FINANCEIRA_MENSAL;RESERVA_ALIVIO_ESS;009 Exposição Financeira;NÃO
Dados Gerais;FATOR_AJUSTE_GF;ANO_REFERENCIA;Demais Dados;NÃO
Dados Gerais;FATOR_AJUSTE_GF;FATOR_AJUSTE_PDI_ITAIPU;Demais Dados;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;GERACAO_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_ACL;CAPACIDADE_INSTALADA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;MODALIDADE_ENERGIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_TOTAL;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_ACR;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GERACAO_ACR_ACL;GERACAO_ACL;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;MES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;GERACAO_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;CAPACIDADE_INSTALADA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;GARANTIA_FISICA_FOTOVOLTAICA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_GF_DEFINIDA;QUANTIDADE_UG_OP;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;ES_REFERENCIA;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;LEILAO;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;GERACAO_DESTINADA_LEILAO_UFV;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;CAPACIDADE_INSTALADA_TOTAL_UFV;025 Fotovoltaica;NÃO
Dados Gerais;FOTOVOLTAICA_LEILAO_ACR;GARANTIA_FISICA_UFV;025 Fotovoltaica;NÃO
Dados Gerais;GARANTIA_FISICA_FONTE;MES_REFERENCIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_FONTE;FONTE_PRIMARIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_FONTE;GARANTIA_FISICA_CENTRO_GRAVIDADE;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_LASTRO;MES_REFERENCIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_LASTRO;GARANTIA_FISICA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_LASTRO;GARANTIA_FISICA_IA_IIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_LASTRO;GARANTIA_FISICA_APURADA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_LASTRO;DATA_ATUALIZACAO;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_LASTRO;MES_REFERENCIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_LASTRO;GF_SAZO_USINAS_MRE;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_LASTRO;GF_SAZO_USINAS_FORA_DO_MRE;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_MRE_SUBMERCADO;MES_REFERENCIA;002 MRE;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_MRE_SUBMERCADO;SUBMERCADO;002 MRE;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_MRE_SUBMERCADO;GARANTIA_FISICA_SAZO_MRE_OPCOM;002 MRE;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;DATA_ATUALIZACAO;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;MES_REFERENCIA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;SUBMERCADO;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;GF_SAZO_USINAS_MRE_N_MOTORIZADA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;GF_SAZO_USINAS_MRE_MOTORIZADA;006 Garantia Física;NÃO
Dados Gerais;GARANTIA_FISICA_SAZO_SUBMERCADO;GF_SAZO_USINAS_COTAS_MOTORIZADA;006 Garantia Física;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;MES_REFERENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_CVU_MENOR_IGUAL_PLD;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_CVU_MAIOR_PLD;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_INFLEXIVEL;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_SEGURANCA_ENERGETICA;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_CONSTRAINED_ON;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_CUSTO_DESLOCAMENTO;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_RESERVA_POTENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_CONSOLIDADA;GERACAO_UNIT_COMMITMENT;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_DESPACHO;MES_REFERENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_DESPACHO;FONTE_PRIMARIA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_DESPACHO;TIPO_DESPACHO;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_DESPACHO;GERACAO;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;MES_REFERENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;FONTE_PRIMARIA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GERACAO;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GERACAO_GF_DEFINIDA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GERACAO_FINAL_TESTE;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GERACAO_COTA_GF;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;CAPACIDADE_INSTALADA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GARANTIA_FISICA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;GARANTIA_FISICA_APURADA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;MEDICAO_G_NAO_AJUSTADA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;MEDICAO_G_TESTE_NAO_AJUSTADA;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_PRIMARIA;QUANTIDADE_USINA_FONTE;001 Geração;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;SUBMERCADO;019 Eólicas;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;FONTE_PRIMARIA;019 Eólicas;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;ESTADO;019 Eólicas;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;GERACAO;019 Eólicas;NÃO
Dados Gerais;GERACAO_FONTE_SUB_ESTADO_MENSAL;CAPACIDADE_INSTALADA;019 Eólicas;NÃO
Dados Gerais;GERACAO_HORARIA_FONTE_SUBMERCADO;FONTE_PRIMARIA;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_FONTE_SUBMERCADO;SUBMERCADO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_FONTE_SUBMERCADO;PERIODO_COMERCIALIZACAO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_FONTE_SUBMERCADO;MES_REFERENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_FONTE_SUBMERCADO;GERACAO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;SUBMERCADO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;MES_REFERENCIA;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;PERIODO_COMERCIALIZACAO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GERACAO;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GERACAO_MRE;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_MRE;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_MODULADA_MRE;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;FLUXO_ENERGIA_MRE;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_MRE;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_MRE_SEM_GF;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_MRE_COM_GF;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_NAO_HIDRO_COM_GF;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_NAO_HIDRO_IA_IIA_SEM_GF;001 Geração;NÃO
Dados Gerais;GERACAO_HORARIA_SUBMERCADO;GARANTIA_FISICA_SAZONALIZADA_NAO_HIDRO_IB_IIB_IIC_III_SEM_GF;001 Geração;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;MES_REFERENCIA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DATA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;PERIODO_COMERCIALIZACAO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;CODIGO_PARCELA_USINA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;SIGLA_USINA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;FONTE_PRIMARIA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;SUBMERCADO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;TIPO_USINA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_CENTRO_GRAVIDADE;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;FATOR_PERDA_INTERNA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;FATOR_RATEIO_PERDA_GERACAO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_RESTRICAO_OPERATIVA_CONST_ON;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;ENERGIA_AJUSTADA_ENCARGO_RESTRICAO_OPERATIVA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;INDISPONIBILIDADE_UTE_ORDEM_MERITO_ECONOMICO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;CUSTO_DECLARADO_PARCELA_USINA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;FATOR_DESLOCAMENTO_HIDRAULICO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_VERIFICADA_ONS;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DISPONIBILIDADE_VERIFICADA_UG;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_INFLEXIVEL;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_SUBSTITUTA_COMPENSACAO_INDISPONIBILIDADE;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESPACHO_RESTRICAO_ENERGETICA_EX_ANTE;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESPACHO_PAGAMENTO_ENCARGO_RESTRICAO_OPERACAO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_FORA_ORDEM_MERITO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESPACHO_ORDEM_MERITO_DECK_ONS;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESPACHO_ORDEM_MERITO_PRECO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESPACHO_ORDEM_MERITO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_RESERVA_POTENCIA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;PRECO_ENCARGO_RESERVA_POTENCIA;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_UNIT_COMMITMENT;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GERACAO_FINAL_ORDEM_MERITO;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;DESLOCAMENTO_HIDRAULICO_ENERGETICO_PRELIMINAR;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GARANTIA_FISICA_AJUSTADA_FATOR_DISPONIBILIDADE;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GARANTIA_FISICA_RRH_MODULADA_AJUSTADA_2;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;GARANTIA_FISICA_RRH_MODULADA_AJUSTADA_3;002 Usinas com CVU;NÃO
Dados horários de geração;GERACAO_HORARIA_USINA;FATOR_RISCO_HIDROLOGICO;002 Usinas com CVU;NÃO
Dados Gerais;GERACAO_SUBMERCADO;SUBMERCADO;002 MRE;NÃO
Dados Gerais;GERACAO_SUBMERCADO;MES_REFERENCIA;002 MRE;NÃO
Dados Gerais;GERACAO_SUBMERCADO;GERACAO_MRE;002 MRE;NÃO
Dados Gerais;GERACAO_SUBMERCADO;GERACAO_MRE_COTA_GF;002 MRE;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;MES_REFERENCIA;016 CCIT;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;TOTAL_GERACAO_PERFIL;016 CCIT;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;TOTAL_CONSUMO_GERACAO;016 CCIT;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;CONSOLIDACAO_RESULTADO_MRE;016 CCIT;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;MONTANTE_MODULADO_CONTRATO_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_BALANCO_ENERGETICO_MENSAL;RATEIO_BALANCO_ENERGETICO_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;MES_REFERENCIA;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_FINAL_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_FINAL_VENDEDOR_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;EFEITO_CONTRATACAO_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_PRELIMINAR_MCP_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_PRELIMINAR_MRE_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_PRELIMINAR_ALIV_RETR_ITAIPU;016 CCIT;NÃO
Dados Gerais;ITAIPU_RESULTADO_MENSAL;RESULTADO_PRELIMINAR_EF_S_ITAIPU;016 CCIT;NÃO
Dados Gerais;LEILAO_ACR_EOL;MES_REFERENCIA;019 Eólicas;NÃO
Dados Gerais;LEILAO_ACR_EOL;LEILAO;019 Eólicas;NÃO
Dados Gerais;LEILAO_ACR_EOL;GERACAO_DESTINADA_LEILAO_EOL;019 Eólicas;NÃO
Dados Gerais;LEILAO_ACR_EOL;CAPACIDADE_INSTALADA_TOTAL_EOL;019 Eólicas;NÃO
Dados Gerais;LEILAO_ACR_EOL;GARANTIA_FISICA_EOL;019 Eólicas;NÃO
Dados Gerais;LEILAO_ACR_PCH;MES_REFERENCIA;021 PCHs;NÃO
Dados Gerais;LEILAO_ACR_PCH;LEILAO;021 PCHs;NÃO
Dados Gerais;LEILAO_ACR_PCH;GERACAO_DESTINADA_LEILAO_PCH;021 PCHs;NÃO
Dados Gerais;LEILAO_ACR_PCH;CAPACIDADE_INSTALADA_TOTAL_PCH;021 PCHs;NÃO
Dados Gerais;LEILAO_ACR_PCH;GARANTIA_FISICA_PCH;021 PCHs;NÃO
Dados Individuais;LISTA_PERFIL;COD_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;SIGLA_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;NOME_EMPRESARIAL;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;CNPJ;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;COD_PERF_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;SIGLA_PERFIL_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;CLASSE_PERFIL_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;STATUS_PERFIL;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;CATEGORIA_AGENTE;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;SUBMERCADO;007 Lista de Perfis;NÃO
Dados Individuais;LISTA_PERFIL;VAREJISTA;007 Lista de Perfis;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;MES_REFERENCIA;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;PROCESSAMENTO;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;SIGLA_AGENTE_CEDENTE;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;SIGLA_AGENTE_CESSIONARIO;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;LEILAO;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;PRODUTO;010 MCSD;NÃO
Dados Individuais;MCSD_CEDENTE_CESSIONARIO;COMPENSACAO_CEDENTE_CESSIONARIO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;MES_REFERENCIA;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;PROCESSAMENTO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;SIGLA_AGENTE_CEDENTE;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;LEILAO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;PRODUTO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;COMPENSACAO_MENSAL;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_COMPENSADO_DEVOLVIDO;DEVOLUCAO_MENSAL;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;MES_REFERENCIA;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;PROCESSAMENTO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;SIGLA_AGENTE_CESSIONARIO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;LEILAO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;PRODUTO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_RECEBIDO_LEILAO;RECEBIMENTO_MENSAL;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_REDUZIDO;MES_REFERENCIA;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_REDUZIDO;PROCESSAMENTO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_REDUZIDO;SIGLA_AGENTE_CEDENTE;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_REDUZIDO;LEILAO;010 MCSD;NÃO
Dados Individuais;MCSD_MONTANTE_REDUZIDO;PRODUTO;010 MCSD;NÃO
